system,english_name,chinese_name,source_id,extra_json
psvall,Bloodstained: Curse of the Moon (3.61+!) [3.67],血污：月之诅咒 [需3.67及以上系统版本 | 英文版],PCSE01262,"{""date"":""2018-05-24"",""developer"":""Inti Creates"",""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01262.jpg"",""language"":""英语"",""publisher"":""Inti Creates"",""region"":""US""}"
psvall,Super Destronaut DX (3.61+!) [3.68],超级特种船员 DX [需3.68及以上系统版本 | 英文版],PCSE01263,"{""date"":""2018-07-17"",""developer"":""Petite Games"",""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01263.jpg"",""language"":""英语|日语|俄语|法语|西班牙语|德语|韩语|中文"",""publisher"":""Petite Games"",""region"":""US""}"
psvall,Mecho Wars: Desert Ashes (3.61+!) [3.69],异星之战：大漠尘埃 [需3.69及以上系统版本 | 英文版],PCSE01264,"{""date"":""2018-11-20"",""developer"":""Arcade Distillery"",""genre"":""策略|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01264.jpg"",""language"":""英语"",""publisher"":""Arcade Distillery"",""region"":""US""}"
psvall,Waking Violet (3.61+!) [3.68],唤醒维奥莱特 [需3.68及以上系统版本 | 英文版],PCSE01266,"{""date"":""2018-07-03"",""developer"":""MixedBag Srl"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01266.jpg"",""language"":""英语"",""publisher"":""MixedBag Srl"",""region"":""US""}"
psvall,Pato Box (3.61+!) [3.68],鸭子拳击 [需3.68及以上系统版本 | 英文版],PCSE01268,"{""date"":""2018-10-02"",""developer"":""Desarrollo Bromio S.C."",""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01268.jpg"",""language"":""英语|日语"",""publisher"":""Desarrollo Bromio S.C."",""region"":""US""}"
psvall,Persona 3: Dancing in Moonlight (3.61+!) [3.68],女神异闻录 3：舞动月夜 [需3.68及以上系统版本 | 英文版],PCSE01274,"{""date"":""2018-12-04"",""developer"":""Atlus"",""genre"":""混合|节奏"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01274.jpg"",""language"":""英语"",""publisher"":""Atlus"",""region"":""US""}"
psvall,Persona 5: Dancing in Starlight (3.61+!) [3.68],女神异闻录 5：舞动星夜 [需3.68及以上系统版本 | 英文版],PCSE01275,"{""date"":""2018-12-04"",""developer"":""Atlus"",""genre"":""混合|节奏"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01275.jpg"",""language"":""英语"",""publisher"":""Atlus"",""region"":""US""}"
psvall,STAY (3.61+!) [3.68],驻留 [需3.68及以上系统版本 | 中英文版],PCSE01277,"{""date"":""2018-09-12"",""developer"":""Appnormals Team"",""genre"":""冒险|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01277.jpg"",""language"":""英语|日语|俄语|法语|西班牙语|德语|韩语|中文|葡萄牙语"",""publisher"":""Ratalaika Games"",""region"":""US""}"
psvall,Code: Realize ~Wintertide Miracles~ (3.61+!) [3.69],Code:Realize 白银的奇迹 [需3.69及以上系统版本 | 英文版],PCSE01278,"{""date"":""2019-02-14"",""developer"":""Otomate"",""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01278.jpg"",""language"":""英语"",""publisher"":""Aksys Games"",""region"":""US""}"
psvall,Death Mark (3.61+!) [3.68],死印 [需3.68及以上系统版本 | 英文版],PCSE01279,"{""date"":""2018-10-31"",""developer"":""Experience Inc."",""genre"":""冒险|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01279.jpg"",""language"":""英语"",""publisher"":""Aksys Games"",""region"":""US""}"
psvall,Sigi - A Fart for Melusina (3.61+!) [3.68],西格：拯救梅露希娜的骑士 [需3.68及以上系统版本 | 英文版],PCSE01280,"{""date"":""2018-09-07"",""developer"":""pixel.lu"",""genre"":""动作|战斗|2D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01280.jpg"",""language"":""英语|法语|西班牙语|德语|葡萄牙语"",""publisher"":""Sometimes You"",""region"":""US""}"
psvall,Chronus Arc (3.61+!) [3.69],克洛诺斯之门 [需3.69及以上系统版本 | 英文版],PCSE01281,"{""date"":""2019-03-01"",""developer"":""Kemco"",""genre"":""RPG|日式RPG"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01281.jpg"",""language"":""英语"",""publisher"":""Limited Run Games"",""region"":""US""}"
psvall,Fernz Gate (3.61+!) [3.68],远古之门 [需3.68及以上系统版本 | 英文版],PCSE01282,"{""date"":""2019-02-08"",""developer"":""EXE Create"",""genre"":""RPG|日式RPG"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01282.jpg"",""language"":""英语"",""publisher"":""Limited Run Games"",""region"":""US""}"
psvall,Gundemoniums (3.61+!) [3.68],地狱弹幕 [需3.68及以上系统版本 | 英文版],PCSE01283,"{""date"":""2018-11-21"",""developer"":""Platine Dispositif"",""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01283.jpg"",""language"":""英语"",""publisher"":""Mediascape"",""region"":""US""}"
psvall,Block-a-Pix Deluxe (3.61+!) [3.69],矩形拼图 [需3.69及以上系统版本 | 英文版],PCSE01284,"{""date"":""2019-03-26"",""developer"":""Lightwood Games"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01284.jpg"",""language"":""英语"",""publisher"":""Lightwood Games"",""region"":""US""}"
psvall,Word Search by POWGI (3.61+!) [3.68],单词检索 [需3.68及以上系统版本 | 英文版],PCSE01286,"{""date"":""2018-08-07"",""developer"":""Puzzle On Word Games Inc."",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01286.jpg"",""language"":""英语"",""publisher"":""Lightwood Games"",""region"":""US""}"
psvall,Jack N' Jill DX (3.61+!) [3.68],杰克与吉尔 DX [需3.68及以上系统版本 | 英文版],PCSE01287,"{""date"":""2018-09-25"",""developer"":""Rohan Narang"",""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01287.jpg"",""language"":""英语|日语|俄语|法语|西班牙语|德语|中文"",""publisher"":""Ratalaika Games"",""region"":""US""}"
psvall,Punch Line (3.61+!) [3.68],胖次保卫阵线 [需3.68及以上系统版本 | 英文版],PCSE01288,"{""date"":""2018-09-25"",""developer"":""5pb"",""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01288.jpg"",""language"":""英语"",""publisher"":""PQube"",""region"":""US""}"
psvall,Revenge of the Bird King (3.61+!) [3.68],鸟王的复仇 [需3.68及以上系统版本 | 英文版],PCSE01302,"{""date"":""2018-11-02"",""developer"":""Mighty Rabbit Studios, Inc."",""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01302.jpg"",""language"":""英语"",""publisher"":""Mighty Rabbit Studios, Inc."",""region"":""US""}"
psvall,Slayaway Camp: Butcher's Cut (3.61+!) [3.68],远离杀戮营地：屠夫之刀 [需3.68及以上系统版本 | 英文版],PCSE01310,"{""date"":""2018-11-20"",""developer"":""Digerati Distribution"",""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01310.jpg"",""language"":""英语|俄语"",""publisher"":""Digerati Distribution"",""region"":""US""}"
psvall,Nurse Love Syndrome,白衣性恋爱症候群 [需3.69及以上系统版本 | 英文版],PCSE01318,"{""date"":""2019-04-19"",""developer"":""Kogado Studio"",""genre"":""冒险|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01318.jpg"",""language"":""英语"",""publisher"":""Limited Run Games"",""region"":""US""}"
psvall,Revenant Dogma (3.61+!) [3.68],亡灵法则 [需3.68及以上系统版本 | 英文版],PCSE01322,"{""date"":""2019-08-30"",""developer"":""EXE Create"",""genre"":""RPG|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01322.jpg"",""language"":""英语"",""publisher"":""Limited Run Games"",""region"":""US""}"
psvall,Energy Cycle Edge (3.61+!) [3.68],能量循环边缘 [需3.68及以上系统版本 | 英文版],PCSE01330,"{""date"":""2018-12-05"",""developer"":""Sometimes You"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01330.jpg"",""language"":""英语"",""publisher"":""Sometimes You"",""region"":""US""}"
psvall,Atari Flashback Classics (3.61+!) [3.68],雅达利经典合集 [需3.68及以上系统版本 | 英文版],PCSE01333,"{""date"":""2019-08-02"",""developer"":""Atari SA"",""genre"":""混合|选辑"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01333.jpg"",""language"":""英语"",""publisher"":""Limited Run Games"",""region"":""US""}"
psvall,Fast Striker (3.61+!) [3.68],精英中队 [需3.68及以上系统版本 | 英文版],PCSE01334,"{""date"":""2018-10-16"",""developer"":""NG:DEV.TEAM"",""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01334.jpg"",""language"":""英语"",""publisher"":""EastAsiaSoft"",""region"":""US""}"
psvall,Asdivine Hearts II (3.61+!) [3.69],神圣之心 2 [需3.69及以上系统版本 | 英文版],PCSE01335,"{""date"":""2019-01-15"",""developer"":""EXE Create"",""genre"":""RPG|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01335.jpg"",""language"":""英语"",""publisher"":""Kemco"",""region"":""US""}"
psvall,Planet RIX-13 (3.61+!) [3.68],RIX-13号行星 [需3.68及以上系统版本 | 英文版],PCSE01336,"{""date"":""2019-01-16"",""developer"":""Sometimes You"",""genre"":""冒险|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01336.jpg"",""language"":""英语|俄语"",""publisher"":""Sometimes You"",""region"":""US""}"
psvall,One Word by POWGI (3.61+!) [3.69],一个单词 [需3.69及以上系统版本 | 英文版],PCSE01338,"{""date"":""2018-12-18"",""developer"":""Lightwood Games"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01338.jpg"",""language"":""英语"",""publisher"":""Lightwood Games"",""region"":""US""}"
psvall,Word Sudoku by POWGI (3.61+!) [3.68],单词数独 [需3.68及以上系统版本 | 英文版],PCSE01339,"{""date"":""2018-10-24"",""developer"":""Lightwood Games"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01339.jpg"",""language"":""英语"",""publisher"":""Lightwood Games"",""region"":""US""}"
psvall,Ghoulboy: Dark Sword of Goblin (3.61+!) [3.69],食尸鬼男孩：哥布林的暗剑 [需3.69及以上系统版本 | 中英文版],PCSE01340,"{""date"":""2019-03-05"",""developer"":""Serkan Bakar"",""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01340.jpg"",""language"":""英语|日语|西班牙语|德语|韩语|中文|土耳其语"",""publisher"":""Hidden Trap"",""region"":""US""}"
psvall,Alvastia Chronicles (3.61+!) [3.69],阿瓦西亚编年史 [需3.69及以上系统版本 | 英文版],PCSE01341,"{""date"":""2019-02-12"",""developer"":""Kemco"",""genre"":""RPG|控制台式RPG"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01341.jpg"",""language"":""英语"",""publisher"":""Kemco"",""region"":""US""}"
psvall,Perils of Baking - Refrosted (3.61+!) [3.68],烘培的危险：再造森林 [需3.68及以上系统版本 | 英文版],PCSE01342,"{""date"":""2018-10-23"",""developer"":""Lillymo Games Incorporated"",""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01342.jpg"",""language"":""英语"",""publisher"":""Lillymo Games Incorporated"",""region"":""US""}"
psvall,Daggerhood (3.61+!) [3.69],Daggerhood [需3.69及以上系统版本 | 中英文版],PCSE01348,"{""date"":""2019-02-19"",""developer"":""Woblyware"",""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01348.jpg"",""language"":""英语|日语|俄语|法语|西班牙语|德语|韩语|中文"",""publisher"":""Ratalaika Games"",""region"":""US""}"
psvall,Scintillatron 4096 (3.61+!) [3.69],闪烁 4096 [需3.69及以上系统版本 | 英文版],PCSE01355,"{""date"":""2018-12-18"",""developer"":""kFunction Ltd."",""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01355.jpg"",""language"":""英语"",""publisher"":""kFunction Ltd."",""region"":""US""}"
psvall,Access Denied (3.61+!) [3.69],拒绝访问 [需3.69及以上系统版本 | 中英文版],PCSE01356,"{""date"":""2019-02-05"",""developer"":""Stately Snail"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01356.jpg"",""language"":""英语|日语|俄语|法语|西班牙语|德语|中文"",""publisher"":""Ratalaika Games"",""region"":""US""}"
psvall,Pic-a-Pix Pieces (3.61+!) [3.69],彩绘拼图 碎片 [需3.69及以上系统版本 | 英文版],PCSE01357,"{""date"":""2019-01-08"",""developer"":""Lightwood Games"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01357.jpg"",""language"":""英语"",""publisher"":""Lightwood Games"",""region"":""US""}"
psvall,I and Me (3.61+!) [3.69],我们 [需3.69及以上系统版本 | 中英文版],PCSE01358,"{""date"":""2019-03-05"",""developer"":""Wish Fang"",""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01358.jpg"",""language"":""英语|日语|俄语|法语|西班牙语|德语|中文"",""publisher"":""Ratalaika Games"",""region"":""US""}"
psvall,Fate/EXTELLA LINK Digital Soundtrack (3.61+!) [3.69],Fate/EXTELLA LINK 原聲 [需3.69及以上系统版本 | 英文版],PCSE01359,"{""date"":""2019-03-19"",""developer"":""Marvelous Inc."",""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01359.jpg"",""language"":""英语"",""publisher"":""XSEED Games"",""region"":""US""}"
psvall,Dragonfly Chronicles (3.61+!) [3.69],蜻蜓编年史 [需3.69及以上系统版本 | 英文版],PCSE01360,"{""date"":""2018-12-11"",""developer"":""Marco Ayala Games"",""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01360.jpg"",""language"":""英语"",""publisher"":""Marco Ayala Games"",""region"":""US""}"
psvall,Necrosphere Deluxe (3.61+!) [3.69],死魂空间 豪华版 [需3.69及以上系统版本 | 中英文版],PCSE01361,"{""date"":""2019-01-31"",""developer"":""Cat Nigiri"",""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01361.jpg"",""language"":""英语|俄语"",""publisher"":""Sony"",""region"":""US""}"
psvall,Drowning (3.61+!) [3.69],溺水 [需3.69及以上系统版本 | 英文版],PCSE01363,"{""date"":""2019-01-30"",""developer"":""Polygonal Wolf"",""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01363.jpg"",""language"":""英语"",""publisher"":""Sometimes You"",""region"":""US""}"
psvall,Dreamwalker (3.61+!) [3.69],梦游者 [需3.69及以上系统版本 | 英文版],PCSE01365,"{""date"":""2018-12-18"",""developer"":""Code Mystics Inc."",""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01365.jpg"",""language"":""英语"",""publisher"":""Code Mystics Inc."",""region"":""US""}"
psvall,Awesome Pea (3.61+!) [3.69],棒豌豆 [需3.69及以上系统版本 | 英文版],PCSE01367,"{""date"":""2019-03-01"",""developer"":""PigeonDev"",""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01367.jpg"",""language"":""英语"",""publisher"":""Sometimes You"",""region"":""US""}"
psvall,Bonds of the Skies (3.61+!) [3.69],天空传说 [需3.69及以上系统版本 | 英文版],PCSE01368,"{""date"":""2019-03-05"",""developer"":""Hit-Point Co., Ltd."",""genre"":""RPG|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01368.jpg"",""language"":""英语"",""publisher"":""Kemco"",""region"":""US""}"
psvall,Iron Snout,铁鼻 [需3.69及以上系统版本 | 英文版],PCSE01369,"{""date"":""2019-04-16"",""developer"":""SnoutUp"",""genre"":""动作|暴力"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01369.jpg"",""language"":""英语|俄语|法语|西班牙语|德语"",""publisher"":""Ratalaika Games"",""region"":""US""}"
psvall,Super Weekend Mode (3.61+!) [3.69],超级周末模式 [需3.69及以上系统版本 | 英文版],PCSE01374,"{""date"":""2019-04-09"",""developer"":""Pixelteriyaki"",""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01374.jpg"",""language"":""英语|俄语|法语|西班牙语|德语"",""publisher"":""Ratalaika Games"",""region"":""US""}"
psvall,Pic-a-Pix Classic (3.61+!) [3.69],彩绘拼图 经典 [需3.69及以上系统版本 | 英文版],PCSE01376,"{""date"":""2019-02-26"",""developer"":""Lightwood Games"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01376.jpg"",""language"":""英语"",""publisher"":""Lightwood Games"",""region"":""US""}"
psvall,Crossovers by POWGI (3.61+!) [3.69],单词转向 [需3.69及以上系统版本 | 英文版],PCSE01377,"{""date"":""2019-04-17"",""developer"":""Lightwood Games"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01377.jpg"",""language"":""英语"",""publisher"":""Lightwood Games"",""region"":""US""}"
psvall,Mixups by POWGI (3.61+!) [3.69],混合 [需3.69及以上系统版本 | 英文版],PCSE01378,"{""date"":""2019-02-12"",""developer"":""Lightwood Games"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSE01378.jpg"",""language"":""英语"",""publisher"":""Lightwood Games"",""region"":""US""}"
psvall,Everybody's Golf 6,大众高尔夫 6 [日文版],PCSC00001,"{""date"":""2011-12-17"",""developer"":""Clap Hanz"",""genre"":""运动|传统|高尔夫"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00001.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Gravity Daze,重力眩晕 [日文版],PCSC00002,"{""date"":""2012-02-09"",""developer"":""Sony"",""genre"":""动作|平面|3D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00002.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Record of Hero / Yuusha no Kiroku,勇者记录 [日文版],PCSC00003,"{""date"":""2012-04-19"",""developer"":""Acquire"",""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00003.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Uncharted -Chizu naki Bouken no Hajimari-,神秘海域：黄金深渊 [日文版],PCSC00005,"{""date"":""2011-12-17"",""developer"":""Sony Bend"",""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00005.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,WipEout 2048,反重力赛车 2048 [日文版],PCSC00006,"{""date"":""2012-01-19"",""developer"":""Studio Liverpool"",""genre"":""驾驶|竞速"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00006.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Sawari Makuru!,捣蛋小精灵 [日文版],PCSC00007,"{""date"":""2011-12-17"",""developer"":""Bigbig Studios"",""genre"":""动作|平面|3D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00007.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Star Strike Delta,超级星尘 三角洲 [日文版],PCSC00008,"{""date"":""2012-01-19"",""developer"":""Housemarque"",""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00008.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Unit 13,13分队 [日文版],PCSC00010,"{""date"":""2012-03-08"",""developer"":""Zipper Interactive"",""genre"":""动作|射击|第三人称"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00010.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Reality Fighters,真实格斗 [日文版],PCSC00011,"{""date"":""2012-02-23"",""developer"":""Novarama"",""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00011.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Escape Plan,逃脱计划 [日文版],PCSC00012,"{""date"":""2012-02-23"",""developer"":""Fun Bits"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00012.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,LittleBigPlanet PlayStation Vita,小小大星球 PlayStation Vita [日文版],PCSC00013,"{""date"":""2012-09-20"",""developer"":""Tarsier Studios"",""genre"":""动作|平面|3D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00013.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,MotorStorm RC,机车风暴 RC [日文版],PCSC00014,"{""date"":""2012-03-29"",""developer"":""Evolution Studios"",""genre"":""驾驶|竞速"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00014.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Resistance: Burning Skies,抵抗：燃烧天空 [日文版],PCSC00017,"{""date"":""2012-07-12"",""developer"":""Nihilistic"",""genre"":""动作|射击|第一人称"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00017.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Fireworks,烟花 [日文版],PCSC00018,"{""date"":""2012-06-28"",""developer"":""Studio Liverpool"",""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00018.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Cliff Diving,峭壁游泳 [日文版],PCSC00019,"{""date"":""2012-06-28"",""developer"":""Studio Liverpool"",""genre"":""运动|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00019.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Table Play Soccer,桌上足球 [日文版],PCSC00020,"{""date"":""2012-06-28"",""developer"":""Studio Liverpool"",""genre"":""运动|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00020.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Puls-AR,Puls-AR [日文版],PCSC00021,"{""date"":""2012-08-23"",""developer"":""XDEV"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00021.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Table Top Tanks,桌上坦克 [日文版],PCSC00022,"{""date"":""2012-07-31"",""developer"":""Studio Liverpool"",""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00022.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Table Play Ice Hockey,桌上冰球 [日文版],PCSC00023,"{""date"":""2013-05-09"",""developer"":""Studio Liverpool"",""genre"":""运动|传统|冰球"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00023.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Sound Shapes,声与形 [日文版],PCSC00024,"{""date"":""2012-09-27"",""developer"":""Sony"",""genre"":""混合|节奏"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00024.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,torne PlayStation Vita,torne PlayStation Vita（应用软件） [日文版],PCSC00025,"{""date"":""2012-12-20"",""developer"":""Sony"",""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00025.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Table Mini Golf,桌上高尔夫 [日文版],PCSC00028,"{""date"":""2013-05-23"",""developer"":""Four Door Lemon"",""genre"":""运动|传统|高尔夫"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00028.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,AR Play Free Download Set,AR Play免费下载 [日文版],PCSC00029,"{""date"":""2012-06-28"",""developer"":""Studio Liverpool"",""genre"":""运动|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00029.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Destiny of Spirits,魂之宿命 [日文版],PCSC00030,"{""date"":""2014-03-20"",""developer"":""Q Entertainment"",""genre"":""策略|回合制"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00030.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [日文版],PCSC00032,"{""date"":""2013-01-31"",""developer"":""Bluepoint Games"",""genre"":""动作|战斗|2D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00032.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,When Vikings Attack!,维京人进攻之时 [日文版],PCSC00034,"{""date"":""2013-02-07"",""developer"":""Clever Beans"",""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00034.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Open Me! (Hako! Open Me) - Digest Version,箱！Open Me [日文版],PCSC00036,"{""date"":""2012-12-20"",""developer"":""Sony"",""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00036.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Open Me! (Hako! Open Me),箱！Open Me [日文版],PCSC00037,"{""date"":""2012-12-20"",""developer"":""Sony"",""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00037.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Soul Sacrifice,灵魂献祭 [日文版],PCSC00039,"{""date"":""2013-03-07"",""developer"":""SCE Japan Studio, comcept"",""genre"":""RPG|ARPG"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00039.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Smart as,加油！头脑酱 [日文版],PCSC00040,"{""date"":""2013-02-28"",""developer"":""XDEV"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00040.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Ratchet & Clank: Full Frontal Assault,瑞奇与叮当：全面进攻 [日文版],PCSC00041,"{""date"":""2013-06-06"",""developer"":""Insomniac Games, Tin Giant"",""genre"":""动作|战斗|3D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00041.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
psvall,Flowery,花 [日文版],PCSC00044,"{""date"":""2014-02-22"",""developer"":""Bluepoint Games"",""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSC00044.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""JP""}"
